idi,name,birth_year,birth_month,birth_day,gender,registration_id,athletic_score,leadership_score,talent_score,gpa,class_assigned,selected_activity,grade_level,talent,olympiad_scores,subject_specialization,fitness_score,sports_category,subject,mentor_grade,mentor_class,judge
2240,Jennifer Martin,2006,4,22,Female,12240,0.4,1.5,7.0,7.3,12C,Scholar,12,,72-65-55,mathematics,,,,,,
2241,Emma Miller,2006,9,3,Female,12241,1.3,3.0,2.9,7.2,12B,Talent,12,dance,,,,,,,,
2242,Matthew Martinez,2012,7,24,Male,12242,7.9,3.8,4.3,7.7,6C,Scholar,6,,80-62-68,science,,,,,,
2243,Robert Rodriguez,2009,10,7,Male,12243,2.0,0.3,9.4,10.0,9C,Sports,9,,,,85.0,chess,,,,
2244,Linda Davis,2008,3,25,Female,12244,3.6,0.6,9.0,9.2,10C,Talent,10,singing,,,,,,,,
2245,Karen Lopez,2007,12,23,Female,12245,6.1,3.5,8.4,9.5,11C,Sports,11,,,,85.9,cricket,,,,
2246,Donald Anderson,2012,9,12,Male,12246,8.7,8.1,2.7,9.7,6A,Scholar,6,,53-56-88,science,,,,,,
2247,David Moore,2007,8,28,Male,12247,8.1,8.2,9.3,9.4,11A,Scholar,11,,92-96-53,science,,,,,,
2248,Anna Jones,2011,7,2,Female,12248,8.4,5.2,3.8,6.1,7C,Scholar,7,,62-73-71,science,,,,,,
2249,Maria Jones,2007,11,15,Female,12249,8.5,0.7,4.6,6.6,11A,Scholar,11,,66-83-95,mathematics,,,,,,
2250,Samantha Gonzalez,2011,9,22,Female,12250,1.4,0.8,5.3,8.5,7B,Sports,7,,,,81.3,chess,,,,
2251,Mark Lopez,2010,12,13,Male,12251,0.2,2.1,2.7,9.6,8A,Scholar,8,,68-63-65,mathematics,,,,,,
2252,Robert Jackson,2009,9,20,Male,12252,4.2,0.6,9.2,7.5,9C,Scholar,9,,79-56-73,mathematics,,,,,,
2253,Emma Hernandez,2010,9,22,Female,12253,5.4,3.3,9.0,8.1,8B,Scholar,8,,97-87-84,science,,,,,,
2254,Charles Davis,2010,5,25,Male,12254,6.1,9.0,5.4,9.1,8A,Scholar,8,,92-74-95,science,,,,,,
2255,Linda Johnson,2008,10,1,Female,12255,6.6,7.6,9.2,7.9,10B,Scholar,10,,63-69-90,science,,,,,,
2256,Jennifer Anderson,2006,1,12,Female,12256,5.3,0.2,0.4,7.3,12C,Sports,12,,,,56.8,chess,,,,
2257,Jessica Garcia,2006,10,17,Female,12257,0.9,3.0,5.9,6.3,12C,Sports,12,,,,64.6,cricket,,,,
2258,Daniel Williams,2009,1,28,Male,12258,2.7,8.3,1.8,6.8,9A,Scholar,9,,82-63-54,science,,,,,,
2259,Richard Rodriguez,2008,11,14,Male,12259,9.0,9.0,1.5,6.4,10A,Talent,10,drama,,,,,,,,
2260,Maria Jones,2010,6,14,Female,12260,9.0,2.3,4.2,8.7,8A,Talent,8,drama,,,,,,,,
2261,Andrew Garcia,2012,11,12,Male,12261,6.8,8.9,0.0,9.2,6C,Sports,6,,,,71.1,cricket,,,,
2262,Michael Davis,2007,11,10,Male,12262,1.1,6.0,4.3,8.0,11C,Scholar,11,,68-70-77,mathematics,,,,,,
2263,Sarah Taylor,2012,7,25,Female,12263,1.3,3.7,8.3,6.0,6A,Scholar,6,,100-98-68,mathematics,,,,,,
2264,Barbara Rodriguez,2011,4,26,Female,12264,5.2,9.5,6.4,9.5,7B,Talent,7,singing,,,,,,,,
2265,Michelle Anderson,2008,7,13,Female,12265,5.9,3.7,0.3,7.6,10B,Sports,10,,,,73.9,cricket,,,,
2266,William Miller,2006,7,2,Male,12266,5.0,3.4,4.9,7.0,12C,Sports,12,,,,82.2,cricket,,,,
2267,Elizabeth Martinez,2007,1,7,Female,12267,0.5,3.4,9.2,6.2,11C,Scholar,11,,53-79-81,science,,,,,,
2268,John Rodriguez,2012,6,14,Male,12268,0.7,3.1,6.8,7.9,6A,Scholar,6,,90-84-61,science,,,,,,
2269,Donald Brown,2011,11,10,Male,12269,4.3,0.8,9.2,8.1,7A,Sports,7,,,,63.9,cricket,,,,
2270,Richard Thomas,2009,10,5,Male,12270,8.7,4.6,3.3,9.4,9C,Scholar,9,,64-70-75,mathematics,,,,,,
2271,Linda Jones,2007,7,4,Female,12271,6.7,3.7,3.1,8.1,11A,Talent,11,singing,,,,,,,,
2272,Jessica Martinez,2008,11,21,Female,12272,3.3,4.1,7.9,7.2,10B,Talent,10,singing,,,,,,,,
2273,Lisa Williams,2009,7,18,Female,12273,0.3,1.2,7.5,9.2,9C,Scholar,9,,64-70-63,science,,,,,,
2274,Emma Martinez,2012,4,24,Female,12274,8.0,8.9,3.9,6.4,6C,Talent,6,drama,,,,,,,,
2275,Matthew Anderson,2011,5,2,Male,12275,0.2,3.0,2.3,8.0,7B,Talent,7,singing,,,,,,,,
2276,Joseph Jones,2009,4,17,Male,12276,4.9,6.3,3.4,7.3,9A,Sports,9,,,,98.0,cricket,,,,
2277,Steven Martin,2012,3,8,Male,12277,4.9,7.9,2.0,6.5,6A,Talent,6,drama,,,,,,,,
2278,Mark Gonzalez,2008,1,21,Male,12278,7.7,3.7,1.2,7.1,10C,Scholar,10,,52-91-69,mathematics,,,,,,
2279,Lisa Miller,2010,2,5,Female,12279,3.9,2.1,6.0,8.6,8C,Sports,8,,,,51.6,chess,,,,
2280,Richard Davis,2012,10,14,Male,12280,3.9,2.4,9.3,9.4,6A,Scholar,6,,59-64-55,science,,,,,,
2281,William Martin,2010,5,9,Male,12281,1.7,1.0,6.4,8.8,8A,Sports,8,,,,60.2,chess,,,,
2282,David Gonzalez,2008,12,17,Male,12282,9.2,9.4,1.8,6.1,10C,Talent,10,dance,,,,,,,,
2283,Laura Wilson,2006,4,1,Female,12283,8.8,4.0,6.9,7.0,12A,Talent,12,drama,,,,,,,,
2284,Anthony Thomas,2010,7,24,Male,12284,4.3,2.9,4.4,7.5,8A,Scholar,8,,57-72-97,science,,,,,,
2285,Kenneth Taylor,2011,2,18,Male,12285,1.8,2.1,2.8,8.9,7B,Sports,7,,,,94.0,cricket,,,,
2286,Jessica Johnson,2009,8,28,Female,12286,3.7,2.3,7.0,9.5,9A,Talent,9,drama,,,,,,,,
2287,Barbara Gonzalez,2007,5,27,Female,12287,3.4,6.8,2.7,6.7,11A,Sports,11,,,,96.2,chess,,,,
2288,Helen Gonzalez,2011,5,8,Female,12288,5.1,7.2,8.1,9.0,7B,Talent,7,dance,,,,,,,,
2289,Robert Davis,2011,12,18,Male,12289,1.7,7.1,8.0,6.4,7A,Talent,7,drama,,,,,,,,
2290,Jennifer Wilson,2006,10,16,Female,12290,2.5,5.4,4.4,9.6,12C,Scholar,12,,54-91-95,mathematics,,,,,,
2291,Sandra Thomas,2008,8,21,Female,12291,1.9,7.0,2.8,6.3,10C,Sports,10,,,,84.6,cricket,,,,
2292,Laura Smith,2009,11,1,Female,12292,9.2,6.1,4.6,8.4,9C,Sports,9,,,,57.7,chess,,,,
2293,Christine Williams,2008,12,26,Female,12293,0.1,7.6,7.3,6.7,10C,Sports,10,,,,50.7,cricket,,,,
2294,Matthew Anderson,2010,7,6,Male,12294,1.2,4.1,6.3,9.3,8A,Talent,8,drama,,,,,,,,
2295,Charles Martin,2011,5,7,Male,12295,8.9,1.6,8.6,8.7,7B,Talent,7,singing,,,,,,,,
2296,Linda Hernandez,2010,9,8,Female,12296,3.0,5.6,6.2,7.4,8B,Sports,8,,,,97.2,cricket,,,,
2297,Sarah Anderson,2007,1,19,Female,12297,3.9,3.0,2.4,8.5,11C,Sports,11,,,,68.7,cricket,,,,
2298,Christine Davis,2011,5,7,Female,12298,0.3,5.1,3.0,8.4,7B,Sports,7,,,,76.8,cricket,,,,
2299,Joseph Rodriguez,2011,8,26,Male,12299,2.0,3.4,2.9,7.3,7C,Scholar,7,,96-61-72,science,,,,,,
2300,Patricia Thomas,2012,4,6,Female,12300,5.0,6.0,2.3,8.8,6C,Scholar,6,,81-84-54,science,,,,,,
2301,Charles Thomas,2012,12,27,Male,12301,6.8,5.9,0.9,7.2,6A,Scholar,6,,75-66-82,mathematics,,,,,,
2302,Laura Martinez,2006,2,16,Female,12302,2.6,3.5,1.2,7.7,12A,Sports,12,,,,64.0,cricket,,,,
2303,Andrew Brown,2006,9,16,Male,12303,9.3,5.8,9.5,6.4,12C,Sports,12,,,,65.7,cricket,,,,
2304,John Davis,2007,5,5,Male,12304,7.0,7.6,7.7,8.0,11C,Talent,11,singing,,,,,,,,
2305,Sarah Thomas,2009,11,12,Female,12305,1.6,6.1,6.8,6.6,9A,Sports,9,,,,76.1,chess,,,,
2306,Sandra Thomas,2008,1,7,Female,12306,6.9,2.1,1.8,9.7,10C,Scholar,10,,66-60-74,mathematics,,,,,,
2307,Christine Gonzalez,2010,6,16,Female,12307,8.9,0.6,1.2,6.1,8A,Scholar,8,,70-93-76,mathematics,,,,,,
2308,John Martin,2012,11,21,Male,12308,7.1,3.3,4.4,7.0,6B,Sports,6,,,,97.4,cricket,,,,
2309,Helen Martinez,2007,2,21,Female,12309,0.6,2.8,1.6,6.1,11B,Sports,11,,,,92.6,chess,,,,
2310,Samantha Rodriguez,2010,3,21,Female,12310,1.1,3.6,7.6,8.7,8B,Scholar,8,,93-65-85,mathematics,,,,,,
2311,Anna Martinez,2007,11,14,Female,12311,8.6,6.3,5.7,9.6,11A,Talent,11,dance,,,,,,,,
2312,Helen Taylor,2009,1,15,Female,12312,5.9,4.1,5.6,9.3,9C,Talent,9,dance,,,,,,,,
2313,Emma Jackson,2011,5,23,Female,12313,6.4,6.5,3.9,10.0,7A,Sports,7,,,,51.7,chess,,,,
2314,Linda Anderson,2011,4,2,Female,12314,3.2,1.8,7.1,8.1,7C,Sports,7,,,,64.8,cricket,,,,
2315,Jennifer Martin,2008,7,8,Female,12315,3.0,4.7,3.3,9.2,10C,Scholar,10,,93-94-85,mathematics,,,,,,
2316,David Miller,2010,12,22,Male,12316,1.9,9.4,3.7,6.2,8C,Talent,8,dance,,,,,,,,
2317,Kenneth Moore,2011,11,10,Male,12317,8.3,1.5,9.3,6.7,7B,Scholar,7,,89-83-67,science,,,,,,
2318,Paul Wilson,2008,12,26,Male,12318,9.4,7.0,6.8,9.2,10B,Talent,10,singing,,,,,,,,
2319,David Taylor,2012,8,23,Male,12319,7.4,8.5,2.1,6.2,6C,Sports,6,,,,92.7,cricket,,,,
2320,Linda Thomas,2009,12,28,Female,12320,3.5,6.9,5.7,10.0,9A,Sports,9,,,,80.9,chess,,,,
2321,Anthony Anderson,2009,8,10,Male,12321,2.1,9.0,8.5,7.1,9C,Sports,9,,,,97.5,cricket,,,,
2322,Sarah Taylor,2010,11,10,Female,12322,5.9,7.2,4.6,6.9,8B,Talent,8,drama,,,,,,,,
2323,Sarah Taylor,2012,12,25,Female,12323,6.0,2.9,6.9,6.7,6C,Talent,6,drama,,,,,,,,
2324,Anthony Johnson,2008,1,2,Male,12324,4.2,5.5,5.1,7.2,10B,Scholar,10,,54-94-97,mathematics,,,,,,
2325,Donald Hernandez,2008,2,28,Male,12325,8.2,4.3,6.0,8.2,10A,Talent,10,drama,,,,,,,,
2326,Elizabeth Brown,2010,8,10,Female,12326,7.1,7.7,4.9,7.0,8C,Sports,8,,,,67.7,chess,,,,
2327,Donald Lopez,2006,8,8,Male,12327,2.3,2.2,8.5,8.7,12C,Sports,12,,,,97.8,cricket,,,,
2328,Charles Taylor,2011,1,5,Male,12328,3.8,5.8,0.4,9.0,7A,Sports,7,,,,82.1,chess,,,,
2329,George Gonzalez,2011,1,15,Male,12329,5.0,8.7,0.7,6.4,7B,Scholar,7,,79-85-82,mathematics,,,,,,
2330,Karen Rodriguez,2010,6,9,Female,12330,6.6,1.0,1.5,9.4,8C,Talent,8,dance,,,,,,,,
2331,Thomas Anderson,2010,11,6,Male,12331,4.9,9.1,8.7,9.1,8A,Scholar,8,,75-76-72,mathematics,,,,,,
2332,Thomas Anderson,2007,12,19,Male,12332,2.1,7.2,8.2,8.3,11C,Sports,11,,,,73.7,cricket,,,,
2333,Robert Garcia,2011,3,20,Male,12333,8.7,6.5,4.0,7.3,7C,Scholar,7,,57-56-78,mathematics,,,,,,
2334,Barbara Martin,2007,8,14,Female,12334,4.2,0.9,7.4,7.5,11B,Scholar,11,,82-74-50,science,,,,,,
2335,Jessica Martinez,2008,6,26,Female,12335,1.7,8.7,2.6,9.9,10C,Scholar,10,,65-63-84,science,,,,,,
2336,Jennifer Smith,2009,12,4,Female,12336,6.5,4.0,0.7,6.2,9B,Sports,9,,,,83.8,cricket,,,,
2337,Elizabeth Smith,2010,9,22,Female,12337,7.7,5.6,8.9,7.3,8A,Scholar,8,,62-54-57,mathematics,,,,,,
2338,Andrew Williams,2011,4,14,Male,12338,9.2,4.1,0.8,6.3,7A,Sports,7,,,,66.6,cricket,,,,
2339,Anna Williams,2007,11,25,Female,12339,5.0,4.1,7.3,8.8,11B,Sports,11,,,,85.6,cricket,,,,
2340,Daniel Lopez,2011,2,17,Male,12340,9.3,8.0,8.2,6.7,7A,Scholar,7,,50-76-60,science,,,,,,
2341,Patricia Wilson,2011,6,24,Female,12341,4.8,3.8,4.1,9.9,7A,Scholar,7,,92-57-75,mathematics,,,,,,
2342,Maria Smith,2007,5,4,Female,12342,6.8,2.6,2.1,8.3,11B,Sports,11,,,,92.7,chess,,,,
2343,John Davis,2008,1,25,Male,12343,2.6,4.2,2.7,6.4,10A,Sports,10,,,,67.5,cricket,,,,
2344,Charles Hernandez,2006,1,15,Male,12344,3.8,8.2,6.3,8.8,12B,Sports,12,,,,69.7,chess,,,,
2345,Matthew Jones,2008,9,23,Male,12345,5.4,8.5,6.8,8.4,10A,Talent,10,drama,,,,,,,,
2346,Michael Martinez,2008,9,21,Male,12346,9.5,4.0,1.5,8.5,10B,Talent,10,drama,,,,,,,,
2347,Jennifer Hernandez,2008,11,18,Female,12347,2.4,6.7,6.0,8.5,10A,Talent,10,dance,,,,,,,,
2348,David Brown,2012,9,12,Male,12348,8.8,2.0,6.7,8.2,6A,Scholar,6,,83-52-53,science,,,,,,
2349,Patricia Lopez,2011,10,16,Female,12349,5.3,4.0,4.8,6.3,7C,Sports,7,,,,72.7,cricket,,,,
2350,Barbara Martinez,2009,7,13,Female,12350,2.3,9.1,7.2,9.6,9C,Talent,9,dance,,,,,,,,
2351,Joseph Hernandez,2007,12,1,Male,12351,4.9,2.0,8.3,6.5,11A,Talent,11,drama,,,,,,,,
2352,Jessica Martin,2012,7,27,Female,12352,8.6,5.0,0.8,7.2,6B,Sports,6,,,,81.4,cricket,,,,
2353,Steven Rodriguez,2010,4,8,Male,12353,0.8,6.4,0.3,8.5,8B,Scholar,8,,80-77-72,science,,,,,,
2354,Samantha Johnson,2011,7,4,Female,12354,4.6,3.9,7.3,6.7,7C,Sports,7,,,,77.4,chess,,,,
2355,Samantha Martin,2008,5,27,Female,12355,3.2,4.4,2.0,9.8,10B,Sports,10,,,,86.3,chess,,,,
2356,Robert Jones,2006,5,8,Male,12356,0.9,8.4,1.2,6.0,12A,Talent,12,singing,,,,,,,,
2357,James Jones,2006,8,1,Male,12357,6.6,2.7,9.3,6.4,12C,Talent,12,drama,,,,,,,,
2358,Thomas Taylor,2010,12,5,Male,12358,2.0,6.0,7.9,9.1,8B,Scholar,8,,86-56-60,science,,,,,,
2359,Mark Lopez,2008,11,3,Male,12359,4.7,1.8,1.6,6.1,10A,Sports,10,,,,63.7,chess,,,,
2360,William Hernandez,2010,3,12,Male,12360,1.8,8.8,8.3,7.2,8A,Talent,8,dance,,,,,,,,
2361,Anna Martinez,2008,8,20,Female,12361,3.4,5.8,8.4,8.4,10A,Sports,10,,,,88.8,chess,,,,
2362,Jessica Moore,2009,10,12,Female,12362,7.9,6.2,6.7,7.1,9A,Scholar,9,,98-58-76,mathematics,,,,,,
2363,William Moore,2007,6,5,Male,12363,3.4,4.9,7.9,6.3,11B,Talent,11,singing,,,,,,,,
2364,Sarah Gonzalez,2009,6,13,Female,12364,6.1,5.7,2.7,6.8,9B,Sports,9,,,,50.8,cricket,,,,
2365,Matthew Hernandez,2007,3,10,Male,12365,9.0,7.8,7.8,6.1,11B,Talent,11,dance,,,,,,,,
2366,Michelle Martinez,2012,3,19,Female,12366,8.7,5.9,2.7,9.4,6A,Talent,6,singing,,,,,,,,
2367,Elizabeth Jones,2011,8,20,Female,12367,9.2,3.2,7.1,6.4,7A,Talent,7,drama,,,,,,,,
2368,Laura Johnson,2009,10,23,Female,12368,1.6,2.8,4.6,8.6,9A,Scholar,9,,95-67-91,science,,,,,,
2369,James Moore,2008,2,11,Male,12369,7.8,2.1,1.3,6.6,10A,Sports,10,,,,74.7,chess,,,,
2370,Sarah Johnson,2006,9,8,Female,12370,9.4,6.6,1.4,9.7,12B,Scholar,12,,74-79-93,mathematics,,,,,,
2371,John Wilson,2009,6,9,Male,12371,8.3,7.2,9.3,6.1,9C,Talent,9,dance,,,,,,,,
2372,Joseph Rodriguez,2008,9,23,Male,12372,2.6,1.6,5.3,6.1,10C,Scholar,10,,64-77-96,science,,,,,,
2373,Lisa Brown,2007,3,12,Female,12373,8.2,0.9,0.4,6.4,11A,Talent,11,drama,,,,,,,,
2374,Mark Jones,2011,9,3,Male,12374,2.2,2.7,1.5,9.2,7B,Talent,7,dance,,,,,,,,
2375,Michelle Martinez,2008,12,18,Female,12375,7.8,5.6,0.3,7.3,10B,Scholar,10,,65-71-91,mathematics,,,,,,
2376,Lisa Brown,2007,10,5,Female,12376,0.5,7.7,8.2,8.5,11C,Sports,11,,,,68.3,chess,,,,
2377,James Taylor,2009,4,8,Male,12377,2.0,4.3,6.7,7.9,9A,Talent,9,dance,,,,,,,,
2378,Lisa Taylor,2007,4,23,Female,12378,6.0,5.6,8.2,8.0,11A,Sports,11,,,,55.0,cricket,,,,
2379,Daniel Williams,2008,6,28,Male,12379,7.1,9.2,5.6,9.3,10B,Sports,10,,,,91.1,cricket,,,,
2380,William Lopez,2007,9,20,Male,12380,5.9,0.4,6.7,9.5,11B,Sports,11,,,,72.0,chess,,,,
2381,Anna Jones,2006,8,26,Female,12381,8.6,8.1,1.0,9.6,12C,Scholar,12,,68-74-86,science,,,,,,
2382,William Martinez,2007,2,9,Male,12382,3.7,4.3,6.1,9.2,11A,Sports,11,,,,57.7,cricket,,,,
2383,Linda Miller,2010,6,5,Female,12383,4.0,1.0,8.8,7.0,8C,Talent,8,dance,,,,,,,,
2384,Sandra Johnson,2007,8,3,Female,12384,5.2,0.3,4.6,9.8,11A,Scholar,11,,80-74-70,science,,,,,,
2385,Maria Smith,2007,5,27,Female,12385,9.4,5.3,0.0,7.4,11A,Talent,11,singing,,,,,,,,
2386,Jennifer Brown,2008,9,18,Female,12386,2.1,2.3,2.3,7.4,10B,Talent,10,dance,,,,,,,,
2387,Jennifer Davis,2012,11,4,Female,12387,0.0,0.7,1.5,9.1,6A,Talent,6,singing,,,,,,,,
2388,Michael Jones,2012,6,10,Male,12388,3.0,7.4,6.8,8.7,6C,Talent,6,dance,,,,,,,,
2389,Kenneth Moore,2012,6,25,Male,12389,7.4,1.8,0.1,6.2,6C,Talent,6,dance,,,,,,,,
2390,Lisa Gonzalez,2009,12,5,Female,12390,3.0,9.2,6.0,9.8,9A,Sports,9,,,,74.9,cricket,,,,
2391,Daniel Martin,2010,5,14,Male,12391,6.3,3.7,5.8,7.1,8C,Scholar,8,,54-99-75,science,,,,,,
2392,George Moore,2009,6,21,Male,12392,5.8,1.4,5.4,6.7,9B,Sports,9,,,,56.0,cricket,,,,
2393,James Lopez,2009,5,5,Male,12393,4.2,1.3,5.2,7.2,9B,Talent,9,dance,,,,,,,,
2394,Laura Davis,2009,2,12,Female,12394,2.8,4.4,3.8,8.1,9B,Scholar,9,,66-54-93,mathematics,,,,,,
2395,James Garcia,2006,2,18,Male,12395,6.1,5.6,8.4,9.1,12A,Sports,12,,,,64.7,cricket,,,,
2396,Michael Miller,2006,2,5,Male,12396,8.3,6.6,4.3,9.3,12C,Scholar,12,,97-53-57,mathematics,,,,,,
2397,Charles Martin,2011,7,5,Male,12397,8.0,2.0,3.8,8.0,7B,Talent,7,singing,,,,,,,,
2398,David Smith,2010,4,15,Male,12398,9.4,7.1,9.0,9.7,8B,Talent,8,singing,,,,,,,,
2399,Steven Jackson,2006,2,3,Male,12399,3.6,4.0,2.2,6.3,12C,Scholar,12,,59-96-93,science,,,,,,
2400,Charles Gonzalez,2010,8,21,Male,12400,2.6,7.1,1.1,8.5,8C,Talent,8,dance,,,,,,,,
2401,Anna Miller,2006,2,12,Female,12401,9.4,1.5,6.0,9.6,12C,Scholar,12,,83-81-74,mathematics,,,,,,
2402,Helen Smith,2009,6,13,Female,12402,0.8,5.9,4.3,6.2,9C,Scholar,9,,54-79-65,science,,,,,,
2403,Lisa Martinez,2011,12,12,Female,12403,5.1,7.0,0.3,7.1,7A,Scholar,7,,53-69-83,science,,,,,,
2404,Charles Johnson,2007,1,3,Male,12404,2.2,6.9,5.9,8.9,11A,Talent,11,singing,,,,,,,,
2405,George Gonzalez,2008,12,10,Male,12405,0.6,7.5,2.6,8.1,10C,Sports,10,,,,58.3,cricket,,,,
2406,Andrew Smith,2009,11,3,Male,12406,1.6,5.7,1.4,9.4,9B,Sports,9,,,,95.9,cricket,,,,
2407,Sarah Davis,2012,11,17,Female,12407,4.6,9.4,4.1,6.8,6A,Sports,6,,,,97.0,cricket,,,,
2408,Richard Gonzalez,2010,5,3,Male,12408,5.9,9.1,5.2,9.4,8C,Sports,8,,,,50.6,chess,,,,
2409,Linda Moore,2006,8,26,Female,12409,3.0,5.0,6.7,8.1,12B,Sports,12,,,,79.1,chess,,,,
2410,Jessica Miller,2008,1,25,Female,12410,6.8,3.2,8.1,7.5,10B,Sports,10,,,,58.7,chess,,,,
2411,Sandra Williams,2011,12,9,Female,12411,2.4,8.9,0.8,8.6,7A,Scholar,7,,66-90-55,mathematics,,,,,,
2412,Emma Jackson,2011,11,17,Female,12412,2.8,1.7,5.1,8.8,7C,Scholar,7,,97-50-95,mathematics,,,,,,
2413,Andrew Johnson,2007,8,26,Male,12413,0.4,4.1,9.1,8.9,11B,Scholar,11,,96-60-60,mathematics,,,,,,
2414,James Rodriguez,2010,3,5,Male,12414,0.7,6.3,7.4,8.6,8C,Scholar,8,,70-66-72,mathematics,,,,,,
2415,Lisa Rodriguez,2011,4,11,Female,12415,8.3,6.0,1.3,6.5,7B,Sports,7,,,,74.3,chess,,,,
2416,Sarah Martinez,2012,4,27,Female,12416,0.9,7.3,7.9,8.0,6B,Talent,6,drama,,,,,,,,
2417,Emma Anderson,2012,3,12,Female,12417,2.7,6.2,7.1,8.0,6C,Talent,6,singing,,,,,,,,
2418,Steven Moore,2010,7,4,Male,12418,3.7,6.9,3.5,6.4,8A,Scholar,8,,51-59-80,mathematics,,,,,,
2419,Thomas Miller,2010,10,26,Male,12419,4.4,8.3,4.1,8.9,8A,Talent,8,singing,,,,,,,,
2420,Lisa Miller,2007,11,3,Female,12420,6.8,7.1,6.8,8.9,11A,Talent,11,singing,,,,,,,,
2421,Kenneth Martinez,2006,6,23,Male,12421,9.1,6.0,1.0,8.6,12B,Sports,12,,,,93.7,cricket,,,,
2422,Mark Thomas,2011,9,8,Male,12422,1.0,8.7,8.8,7.1,7A,Sports,7,,,,77.1,chess,,,,
2423,Joseph Miller,2010,5,4,Male,12423,7.7,6.2,1.4,7.9,8C,Scholar,8,,73-71-58,science,,,,,,
2424,Robert Brown,2006,7,18,Male,12424,0.0,2.1,8.7,9.6,12B,Talent,12,singing,,,,,,,,
2425,Paul Johnson,2011,4,22,Male,12425,3.9,9.1,0.3,8.0,7A,Scholar,7,,62-79-81,science,,,,,,
2426,Mark Johnson,2007,5,10,Male,12426,7.9,4.2,7.2,6.8,11A,Talent,11,singing,,,,,,,,
2427,Barbara Lopez,2008,12,23,Female,12427,8.1,8.5,7.7,8.1,10B,Scholar,10,,90-53-90,mathematics,,,,,,
2428,Daniel Lopez,2010,1,8,Male,12428,2.2,1.8,5.6,9.6,8A,Sports,8,,,,81.8,cricket,,,,
2429,Maria Gonzalez,2011,9,22,Female,12429,0.3,3.9,7.6,6.3,7C,Sports,7,,,,67.9,chess,,,,
2430,Jennifer Wilson,2006,9,6,Female,12430,8.2,2.0,0.2,8.5,12A,Talent,12,dance,,,,,,,,
2431,Robert Taylor,2010,11,13,Male,12431,6.5,3.8,6.2,6.6,8C,Scholar,8,,51-70-58,science,,,,,,
2432,Charles Wilson,2008,3,4,Male,12432,0.1,2.3,4.3,7.0,10C,Talent,10,drama,,,,,,,,
2433,James Williams,2008,6,15,Male,12433,3.1,1.9,6.4,9.8,10B,Scholar,10,,57-68-89,mathematics,,,,,,
2434,Karen Garcia,2011,2,23,Female,12434,7.5,2.4,4.4,6.9,7B,Sports,7,,,,84.0,chess,,,,
2435,Samantha Wilson,2006,4,9,Female,12435,5.7,8.3,8.6,7.5,12B,Sports,12,,,,50.2,chess,,,,
2436,David Smith,2006,1,12,Male,12436,2.0,2.1,6.6,9.7,12C,Scholar,12,,76-59-60,science,,,,,,
2437,Jessica Moore,2012,11,19,Female,12437,7.5,5.3,6.0,8.4,6A,Talent,6,singing,,,,,,,,
2438,Steven Wilson,2006,2,6,Male,12438,6.2,5.2,5.0,6.4,12B,Sports,12,,,,89.7,cricket,,,,
2439,Christine Gonzalez,2012,3,22,Female,12439,4.1,5.0,8.0,6.4,6A,Scholar,6,,94-83-93,science,,,,,,
2440,Emma Williams,2009,11,27,Female,12440,7.1,8.6,8.5,6.2,9B,Sports,9,,,,83.9,cricket,,,,
2441,John Miller,2006,5,22,Male,12441,9.2,9.5,1.4,7.6,12B,Sports,12,,,,53.8,cricket,,,,
2442,Matthew Thomas,2010,9,19,Male,12442,4.1,3.8,2.2,9.0,8C,Sports,8,,,,54.8,chess,,,,
2443,Matthew Moore,2009,1,1,Male,12443,9.4,1.9,9.4,8.0,9A,Sports,9,,,,90.8,cricket,,,,
2444,Matthew Johnson,2010,8,6,Male,12444,6.3,9.2,4.9,7.8,8A,Talent,8,drama,,,,,,,,
2445,Paul Miller,2010,12,6,Male,12445,6.9,8.4,3.1,8.7,8B,Scholar,8,,98-77-94,science,,,,,,
2446,Kenneth Jackson,2009,10,13,Male,12446,4.9,6.4,9.5,8.4,9A,Sports,9,,,,85.5,cricket,,,,
2447,Patricia Williams,2012,3,23,Female,12447,1.2,3.4,2.7,6.8,6A,Sports,6,,,,61.5,cricket,,,,
2448,James Hernandez,2008,1,4,Male,12448,1.3,1.1,5.2,7.3,10C,Talent,10,drama,,,,,,,,
2449,Kenneth Smith,2008,4,7,Male,12449,4.8,0.2,6.4,9.1,10B,Scholar,10,,97-64-51,mathematics,,,,,,
2450,Robert Jones,2006,1,11,Male,12450,8.4,4.1,7.0,6.8,12A,Sports,12,,,,84.5,cricket,,,,
2451,Anna Anderson,2006,4,17,Female,12451,1.6,5.1,5.7,6.3,12C,Talent,12,singing,,,,,,,,
2452,Michael Jones,2012,10,8,Male,12452,8.7,5.1,4.3,8.3,6B,Sports,6,,,,70.5,chess,,,,
2453,Linda Johnson,2009,11,27,Female,12453,4.4,5.7,6.3,6.5,9B,Scholar,9,,87-56-100,science,,,,,,
2454,Michelle Miller,2007,12,5,Female,12454,9.3,8.2,9.1,8.9,11C,Scholar,11,,87-77-59,mathematics,,,,,,
2455,James Martin,2008,8,23,Male,12455,0.5,0.4,0.6,8.7,10C,Sports,10,,,,50.2,cricket,,,,
2456,Lisa Thomas,2010,11,8,Female,12456,1.5,6.4,3.3,7.1,8C,Scholar,8,,80-60-80,science,,,,,,
2457,Karen Martin,2011,12,9,Female,12457,9.4,2.9,7.5,8.9,7C,Sports,7,,,,74.2,cricket,,,,
